,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_1217,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_1218,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_1219,Eukaryota,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,unassigned,unassigned
ASV_1220,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_1221,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1223,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_1224,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_1225,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1226,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_1227,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1228,Eukaryota,unknown,Phaeophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1229,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1230,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1231,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens
ASV_1232,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1233,Eukaryota,Bacillariophyta,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1234,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1235,Eukaryota,Euglenozoa,unknown,Diplonemea,unassigned,g_,s_
ASV_1236,Eukaryota,Annelida,Polychaeta,Terebellida,Terebellidae,unassigned,unassigned
ASV_1237,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,Strombidium,Strombidium sp. SNB99-2
ASV_1238,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_1239,Eukaryota,Haptista,Haptophyta,Prymnesiales,unknown,Chrysocampanula,Chrysocampanula spinifera
ASV_1240,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,Oncaeidae,Oncaea,s_
ASV_1241,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_1242,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Ensiculifera,Ensiculifera imariensis
ASV_1243,Eukaryota,Ciliophora,unassigned,unassigned,unassigned,g_,s_
ASV_1244,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_1245,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1246,no_hit,unknown,unknown,unknown,unknown,unknown,eukaryote clone OLI11305
ASV_1248,Eukaryota,Ciliophora,Spirotrichea,Tintinnida,Codonellidae,Tintinnopsis,unassigned
ASV_1249,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_1250,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1251,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,Cryothecomonas sp. APCC MC5-1Cryo
ASV_1252,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1253,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1254,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1255,Eukaryota,unknown,Polycystinea,unassigned,unassigned,g_,s_
ASV_1256,Eukaryota,Ascomycota,Eurotiomycetes,Chaetothyriales,unassigned,unassigned,unassigned
ASV_1259,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,unassigned,unassigned,unassigned
ASV_1262,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1263,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1265,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1266,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Gonyaulacaceae,g_,s_
ASV_1267,no_hit,unknown,unknown,unknown,unknown,g_,s_
ASV_1269,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1270,Eukaryota,Bacillariophyta,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1271,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina scutellum
ASV_1272,Eukaryota,unknown,Dinophyceae,Coccidiniales,Chytriodiniaceae,g_,s_
ASV_1273,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_1274,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Scrippsiella,Scrippsiella lachrymosa
ASV_1275,Eukaryota,Arthropoda,Pycnogonida,Pantopoda,Phoxichilidiidae,g_,s_
ASV_1276,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1277,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Ensiculifera,Ensiculifera imariensis
ASV_1278,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_1279,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,Strombidium,Strombidium sp. JG-2011a
ASV_1280,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_1281,Eukaryota,Arthropoda,Hexanauplia,unassigned,unassigned,unassigned,unassigned
ASV_1282,Eukaryota,Echinodermata,Echinoidea,Echinoida,Strongylocentrotidae,Strongylocentrotus,Strongylocentrotus purpuratus
ASV_1283,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Gonyaulacaceae,g_,s_
ASV_1284,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1285,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,unassigned
ASV_1286,Eukaryota,Ciliophora,Spirotrichea,Choreotrichida,Strobilidiidae,g_,s_
ASV_1289,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Heliopeltaceae,Actinoptychus,unassigned
ASV_1290,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1291,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1292,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_1294,Eukaryota,Foraminifera,unknown,Rotaliida,Globigerinidae,Globigerinita,Globigerinita uvula
ASV_1295,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,Karlodinium veneficum
ASV_1296,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1298,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia dichotoma
ASV_1299,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1301,Eukaryota,Porifera,Demospongiae,Haplosclerida,Chalinidae,g_,s_
ASV_1303,Eukaryota,Imbricatea,unknown,Thaumatomonadida,Thaumatomastigidae,Protaspis,s_
ASV_1304,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,unassigned
ASV_1307,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1308,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1309,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,unassigned
ASV_1310,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,Gonyaulax polygramma
ASV_1311,Eukaryota,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Ochroconis,Ochroconis musae
ASV_1312,Eukaryota,unknown,Dinophyceae,unknown,unknown,g_,s_
ASV_1313,Eukaryota,Bacillariophyta,Bacillariophyceae,Thalassiophysales,Catenulaceae,Amphora,Amphora sp. 38
ASV_1314,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_1316,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,g_,s_
ASV_1317,Eukaryota,Cercozoa,Thecofilosea,unknown,unknown,g_,s_
ASV_1318,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_1319,no_hit,Haptophyta,unknown,Prymnesiales,no_hit,no_hit,no_hit
ASV_1320,Eukaryota,unknown,Dinophyceae,unknown,unknown,g_,s_
ASV_1321,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1323,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_1324,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_1325,Eukaryota,Ciliophora,Spirotrichea,Choreotrichida,Strombidinopsidae,Strombidinopsis,Strombidinopsis sp. NSMS0601
ASV_1327,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_1328,Eukaryota,Rhodophyta,Florideophyceae,Gigartinales,unassigned,unassigned,unassigned
ASV_1329,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1330,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,unassigned
ASV_1331,Eukaryota,unknown,Bigyra,Bicosoecida,Cafeteriaceae,Pseudobodo,s_
ASV_1332,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1333,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1334,Eukaryota,unknown,Dinophyceae,Peridiniales,unassigned,unassigned,unassigned
ASV_1336,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Amphidomataceae,g_,s_
ASV_1337,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema menzelii
ASV_1338,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_1339,Eukaryota,Annelida,Polychaeta,Capitellida,Capitellidae,unassigned,s_
ASV_1340,Eukaryota,Ciliophora,unknown,unknown,unknown,Cryptocaryon,s_
ASV_1341,Eukaryota,unknown,Polycystinea,unassigned,unassigned,unassigned,unassigned
ASV_1342,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,s_
ASV_1345,Eukaryota,Annelida,Polychaeta,Phyllodocida,Goniadidae,Goniada,Goniada brunnea
ASV_1347,Eukaryota,unknown,Pelagophyceae,Pelagomonadales,unknown,Aureococcus,Aureococcus anophagefferens
ASV_1348,Eukaryota,Ciliophora,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1349,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1350,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,unknown,s_
ASV_1351,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1352,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1353,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1356,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_1357,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1358,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1359,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,g_,s_
ASV_1360,Eukaryota,Ciliophora,Spirotrichea,Urostylida,Pseudokeronopsidae,g_,s_
ASV_1361,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,unassigned,unassigned
ASV_1362,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_1363,Fungi,Ascomycota,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1364,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1365,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_1366,Eukaryota,unknown,Bolidophyceae,Parmales,Triparmaceae,Bolidomonas,unassigned
ASV_1367,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1368,Eukaryota,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,unassigned
ASV_1369,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium divergens
ASV_1370,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1372,Eukaryota,unknown,Polycystinea,unassigned,unassigned,g_,s_
ASV_1373,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_1374,Eukaryota,Foraminifera,unknown,Rotaliida,Cibicididae,Cibicides,unassigned
ASV_1375,Eukaryota,unknown,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,Heterocapsa rotundata
ASV_1376,Eukaryota,Ciliophora,Spirotrichea,Tintinnida,Tintinnidae,g_,s_
ASV_1377,Eukaryota,unknown,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,Dinophysis acuminata
ASV_1378,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1379,Eukaryota,Cercozoa,Thecofilosea,unknown,unknown,g_,s_
ASV_1380,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1381,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1382,Eukaryota,unknown,Dinophyceae,Peridiniales,unassigned,unassigned,unassigned
ASV_1383,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1384,no_hit,unknown,Bigyra,Nanomonadea,unknown,Incisomonas,Incisomonas marina
ASV_1385,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1386,Eukaryota,Ciliophora,Spirotrichea,unassigned,unassigned,unassigned,unassigned
ASV_1389,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1390,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,g_,s_
ASV_1391,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1392,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,s_
ASV_1393,no_hit,Cercozoa,Thecofilosea,Cryomonadida,no_hit,no_hit,no_hit
ASV_1395,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1397,Eukaryota,Basidiomycota,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1398,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1399,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_1400,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1401,Eukaryota,Bacillariophyta,Mediophyceae,Biddulphiales,Biddulphiaceae,Biddulphia,s_
ASV_1402,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1403,Eukaryota,Streptophyta,Magnoliopsida,Geraniales,Geraniaceae,Pelargonium,unassigned
ASV_1404,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_1405,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1406,Eukaryota,unknown,Dinophyceae,Dinophysiales,Dinophysiaceae,g_,s_
ASV_1408,Eukaryota,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Sistotrema,unassigned
ASV_1410,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1411,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_1412,Eukaryota,unknown,Dinophyceae,Prorocentrales,Prorocentraceae,g_,s_
ASV_1413,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,g_,s_
ASV_1414,Eukaryota,Rhodophyta,Florideophyceae,unassigned,unassigned,unassigned,s_
ASV_1415,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1416,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium pellucidum
ASV_1417,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_1421,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1422,Eukaryota,unknown,Bigyra,Thraustochytrida,Thraustochytriaceae,g_,s_
ASV_1423,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1424,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1425,Eukaryota,unknown,Dinophyceae,Syndiniales,Duboscquellidae,g_,s_
ASV_1426,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,s_
ASV_1427,Eukaryota,Rotifera,Monogononta,Ploima,Trichocercidae,Trichocerca,Trichocerca elongata
ASV_1428,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1430,Eukaryota,unknown,Polycystinea,unassigned,unassigned,unassigned,unassigned
ASV_1431,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,g_,s_
ASV_1432,Eukaryota,unknown,Acantharea,Symphyacanthida,Amphilithiidae,g_,s_
ASV_1433,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_1434,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_1435,Eukaryota,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned
ASV_1436,Eukaryota,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,g_,s_
ASV_1439,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,g_,s_
ASV_1440,Eukaryota,Ciliophora,Spirotrichea,unknown,Tontoniidae,Pseudotontonia,Pseudotontonia sp. JG-2011a
ASV_1441,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_1442,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1443,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,unassigned
ASV_1444,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_1446,Eukaryota,Chordata,Thaliacea,Salpida,Salpidae,Cyclosalpa,Cyclosalpa polae
ASV_1447,Eukaryota,unknown,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,s_
ASV_1448,no_hit,Ciliophora,Spirotrichea,Choreotrichida,Strobilidiidae,no_hit,no_hit
ASV_1449,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1450,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1451,Metazoa,Platyhelminthes,Catenulida,unknown,Stenostomidae,Stenostomum,no_hit
ASV_1452,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_1454,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1455,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1456,no_hit,Imbricatea,unknown,Thaumatomonadida,Thaumatomastigidae,Protaspis,s_
ASV_1457,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,g_,s_
ASV_1458,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,s_
ASV_1459,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,g_,s_
ASV_1462,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1464,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1465,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1466,Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucurbita,Cucurbita maxima
ASV_1467,Eukaryota,Apicomplexa,Aconoidasida,Piroplasmida,Babesiidae,g_,s_
ASV_1468,Eukaryota,unknown,Phaeophyceae,Ectocarpales,Ectocarpaceae,Ectocarpus,unassigned
ASV_1469,Eukaryota,Picozoa,Picomonadea,Picomonadida,Picomonadidae,Picomonas,unassigned
ASV_1470,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1471,Eukaryota,unknown,Phaeophyceae,Ectocarpales,Chordariaceae,Myrionema,s_
ASV_1472,Eukaryota,unknown,Dinophyceae,Peridiniales,Kryptoperidiniaceae,g_,s_
ASV_1473,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_1474,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,Cryothecomonas longipes
ASV_1475,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_1477,no_hit,unknown,Bigyra,Thraustochytrida,Thraustochytriaceae,Ulkenia,no_hit
ASV_1478,Eukaryota,unknown,Dinophyceae,Peridiniales,Peridiniaceae,Pentapharsodinium,Pentapharsodinium tyrrhenicum
ASV_1480,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,unassigned
ASV_1481,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1482,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,unassigned,unassigned
ASV_1483,Eukaryota,unknown,Dinophyceae,Syndiniales,Ellobiopsidae,Thalassomyces,Thalassomyces fagei
ASV_1484,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1485,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1487,Eukaryota,Ciliophora,Spirotrichea,Tintinnida,Tintinnidae,Eutintinnus,s_
ASV_1488,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_1489,no_hit,Haptophyta,unknown,Zygodiscales,Braarudosphaeraceae,Braarudosphaera,Braarudosphaera bigelowii
ASV_1490,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_1491,Eukaryota,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Aglauropsis,Aglauropsis aeora
ASV_1492,Eukaryota,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Sporobolomyces,unassigned
ASV_1493,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1494,Eukaryota,Cnidaria,Anthozoa,Actiniaria,unassigned,unassigned,unassigned
ASV_1496,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,g_,s_
ASV_1498,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_1502,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1504,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,unassigned,unassigned
ASV_1506,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,Bathycoccus prasinos
ASV_1507,no_hit,unknown,Bigyra,Nanomonadea,unknown,g_,s_
ASV_1508,Eukaryota,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,unassigned
ASV_1509,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_1510,Eukaryota,Cercozoa,Thecofilosea,unknown,unknown,g_,s_
ASV_1511,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,s_
ASV_1512,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1514,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Rhynchomolgidae,g_,s_
ASV_1517,Eukaryota,Ciliophora,Spirotrichea,Choreotrichida,Strobilidiidae,unassigned,s_
ASV_1519,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Kareniaceae,g_,s_
ASV_1520,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1521,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1522,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1523,Eukaryota,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,unassigned
ASV_1524,Eukaryota,Ciliophora,Spirotrichea,unassigned,unassigned,unassigned,unassigned
ASV_1525,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_1527,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,unassigned,unassigned
ASV_1528,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1529,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1530,Eukaryota,Bryozoa,Gymnolaemata,Cheilostomatida,unassigned,g_,s_
ASV_1531,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1532,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,unassigned
ASV_1534,Eukaryota,unknown,unknown,unknown,unknown,unknown,eukaryote clone OLI11012
ASV_1535,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,s_
ASV_1537,Eukaryota,Chordata,Appendicularia,unassigned,unassigned,unassigned,unassigned
ASV_1538,Eukaryota,unknown,Polycystinea,unassigned,unassigned,unassigned,unassigned
ASV_1539,Metazoa,Arthropoda,Hexanauplia,Harpacticoida,Ectinosomatidae,Microsetella,Microsetella rosea
ASV_1540,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_1541,Eukaryota,unknown,Dinophyceae,Syndiniales,Eudubosquellidae,g_,s_
ASV_1542,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1544,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_1547,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1548,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1549,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,Coscinodiscus sp. GGM-2004
ASV_1550,Eukaryota,unknown,Chrysophyceae,unknown,unknown,g_,s_
ASV_1551,Eukaryota,Imbricatea,unknown,Thaumatomonadida,Thaumatomastigidae,g_,s_
ASV_1552,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_1553,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_
ASV_1554,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
